Step,px,py,pz,vx,vy,vz,fx,fy,fz
227,1349.867312884864,-2124.2646977296395,-56.77096072456242,0.3794463707362917,-2.4947329567407692,-0.43685656112369964,0,0,0
228,1353.628071517868,-2149.252689805537,-61.13614307803294,0.3726980719710349,-2.502841209613878,-0.4361714550187096,0,0,0
229,1357.321129953411,-2174.3210353750324,-65.49422086659264,0.36590646236686836,-2.5108034998304745,-0.4354356619017759,0,0,0
230,1360.9460590251756,-2199.4682701709344,-69.84468764274622,0.3590723311693817,-2.5186189021014447,-0.4346492672786191,0,0,0
231,1364.5024374840843,-2224.692920758421,-74.18703784346587,0.3521964725655526,-2.5262865082073636,-0.43381236253530575,0,0,0
232,1367.9898520472518,-2249.9935047062654,-78.5207668489422,0.3452796855914554,-2.533805427104037,-0.43292504492762884,0,0,0
233,1371.4078974460122,-2275.368530759106,-82.8453710412256,0.338322774039406,-2.541174785026052,-0.4319874175698057,0,0,0
234,1374.756176473015,-2300.8164990107452,-87.1603478627511,0.33132654636455416,-2.548393725588313,-0.430999589422495,0,0,0
235,1378.0343000283847,-2326.335901078453,-91.46519587474002,0.3242918155909334,-2.555461409885563,-0.42996167528013496,0,0,0
236,1381.2418871649363,-2351.925220278251,-95.7594148154717,0.3172193992169808,-2.5623770165898723,-0.4288737957576028,0,0,0
237,1384.378565132446,-2377.582931801168,-100.0425056584183,0.31011011912053604,-2.569139742046082,-0.42773607727619856,0,0,0
238,1387.4439694209677,-2403.3075028904345,-104.31397067023617,0.30296480146333216,-2.5757488003651994,-0.42654865204895354,0,0,0
239,1390.4377438031922,-2429.0973930196037,-108.5733134686069,0.295784276594988,-2.582203423515721,-0.42531165806526616,0,0,0
240,1393.359540375844,-2454.9510540715737,-112.82003907992134,0.2885693789565143,-2.5885028614128878,-0.4240252390748663,0,0,0
241,1396.2090196001109,-2480.866930518493,-117.0536539968,0.28132094698334403,-2.594646382005851,-0.4226895445711102,0,0,0
242,1398.985850341101,-2506.8434596025263,-121.27366623544293,0.274039823007899,-2.6006332713627427,-0.42130472977360817,0,0,0
243,1401.6897099063247,-2532.879071517461,-125.47958539280273,0.266726853161703,-2.606462833753641,-0.41987095561018656,0,0,0
244,1404.3202840831927,-2558.9721895911325,-129.67092270357367,0.25938288727705416,-2.61213439173142,-0.4183883886981866,0,0,0
245,1406.8772671755319,-2585.121230468649,-133.84719109699057,0.2520087787882664,-2.6176472862104756,-0.41685720132510196,0,0,0
246,1409.3603620391088,-2611.324604296389,-138.00790525343086,0.2446053846324931,-2.623000876543317,-0.41527757142855726,0,0,0
247,1411.7692801161616,-2637.580714906759,-142.15258166081298,0.23717356515014326,-2.628194540595015,-0.4136496825756304,0,0,0
248,1414.1037414689317,-2663.88796000368,-146.28073867078476,0.22971418398490226,-2.633227674815501,-0.41197372394152015,0,0,0
249,1416.3634748121963,-2690.24473134879,-150.3918965546953,0.22222810798336873,-2.638099694309703,-0.41024989028756254,0,0,0
250,1418.548217544793,-2716.649414948336,-154.48557755934377,0.21471620709431935,-2.6428100329055173,-0.40847838193859776,0,0,0
251,1420.6577157801376,-2743.100391240733,-158.56130596249847,0.20717935426761291,-2.6473581432196025,-0.40665940475969053,0,0,0
252,1422.6917243757268,-2769.5960352847737,-162.61860812818009,0.19961842535274588,-2.651743496720989,-0.40479317013220695,0,0,0
253,1424.6500069616268,-2796.134716948458,-166.65701256170237,0.1920342989970708,-2.6559655837925007,-0.4028798949292499,0,0,0
254,1426.5323359679412,-2822.714801098432,-170.67604996446406,0.18442785654368973,-2.660023913789976,-0.40091980149045664,0,0,0
255,1428.338492651257,-2849.334647790003,-174.67525328848552,0.17679998192903415,-2.6639180150992856,-0.3989131175961607,0,0,0
256,1430.0682671200636,-2875.9926124577173,-178.65415779068394,0.16915156158014383,-2.667647435191138,-0.39686007644092214,0,0,0
257,1431.7214583591456,-2902.687046106472,-182.61230108688054,0.16148348431165602,-2.671211740673667,-0.39476091660642787,0,0,0
258,1433.297874252941,-2929.416295503143,-186.54922320553382,0.15379664122251727,-2.6746105173427965,-0.39261588203376663,0,0,0
259,1434.797331607868,-2956.1787033687065,-190.4644666411923,0.14609192559242984,-2.6778433702303746,-0.39042522199508073,0,0,0
260,1436.2196561736127,-2982.972608570829,-194.35757640766076,0.1383702327780446,-2.6809099236500713,-0.3881891910645984,0,0,0
261,1437.5646826633795,-3009.796346316905,-198.22810009087365,0.1306324601089126,-2.683809821241039,-0.38590804908905013,0,0,0
262,1438.832254773098,-3036.648248347522,-202.07558790146973,0.12287950678320736,-2.6865427260093213,-0.38358206115747184,0,0,0
263,1440.0222251995872,-3063.5266431303266,-205.8995927270615,0.11511227376323004,-2.6891083203670187,-0.38121149757039957,0,0,0
264,1441.1344556576742,-3090.4298560542716,-209.69967018419368,0.10733166367070959,-2.6915063061691917,-0.3787966338084579,0,0,0
265,1442.168816896263,-3117.3562096242194,-213.4753786699846,0.09953858068191009,-2.69373640474851,-0.3763377505003467,0,0,0
266,1443.1251887133558,-3144.304023655884,-217.22627941344425,0.09173393042255734,-2.6957983569476354,-0.3738351333902295,0,0,0
267,1444.00345997002,-3171.2716154710824,-220.95193652646353,0.08391861986259715,-2.6976919231493377,-0.37128907330452776,0,0,0
268,1444.8035286033053,-3198.257300093276,-224.6519170544682,0.07609355721079725,-2.699416883304342,-0.36869986611812383,0,0,0
269,1445.5253016381032,-3225.259390443382,-228.32579102673225,0.06825965180920544,-2.7009730369568983,-0.36606781271997796,0,0,0
270,1446.1686951979516,-3252.2761975358244,-231.97313150634406,0.06041781402747589,-2.7023602032680776,-0.36339321897816224,0,0,0
271,1446.7336345147824,-3279.306030674811,-235.5935146398205,0.05256895515707603,-2.703578221036787,-0.36067639570431587,0,0,0
272,1447.2200539376101,-3306.3471976508076,-239.18651970636247,0.044713987305386414,-2.7046269487185017,-0.3579176586175263,0,0,0
273,1447.627896940161,-3333.398004937186,-242.75172916674623,0.03685382328970568,-2.705506264441715,-0.35511732830763965,0,0,0
274,1447.9571161274419,-3360.4567578870287,-246.28872871184538,0.028989376531173054,-2.7062160660220997,-0.3522757301980055,0,0,0
275,1448.2076732412477,-3387.521760930061,-249.79710731077716,0.021121560948620673,-2.7067562709743838,-0.34939319450765965,0,0,0
276,1448.3795391646079,-3414.5913177696916,-253.27645725866796,0.01325129085236805,-2.707126816521935,-0.3464700562129498,0,0,0
277,1448.47269392517,-3441.6637315801377,-256.7263742240322,0.005379480837971091,-2.707327659604058,-0.3435066550086082,0,0,0
278,1448.4871266975201,-3468.7373052036105,-260.1464572957594,-0.002492954320062104,-2.707358776880995,-0.34050333526827636,0,0,0
279,1448.4228358044415,-3495.810341347541,-263.53630902970326,-0.010365099774576152,-2.7072201647366407,-0.3374604460044854,0,0,0
280,1448.2798287171092,-3522.88114278182,-266.8955354948688,-0.018236040712081812,-2.706911839278963,-0.3343783408280979,0,0,0
281,1448.058122054222,-3549.948012536032,-270.2237463191901,-0.026104862459065455,-2.7064338363381286,-0.3312573779072152,0,0,0
282,1447.7577415800704,-3577.0092540966566,-273.52055473489537,-0.033970650588282275,-2.705786211462341,-0.328097919925555,0,0,0
283,1447.378722201544,-3604.0631716042208,-276.7855776234525,-0.04183249102502091,-2.704969039911386,-0.3249003340403042,0,0,0
284,1446.9211079640736,-3631.108070050371,-280.0184355600913,-0.04968947015332706,-2.7039824166478823,-0.32166499183945213,0,0,0
285,1446.384952046514,-3658.14225547485,-283.21875285789554,-0.05754067492217381,-2.7028264563262505,-0.3183922692986086,0,0,0
286,1445.7703167549628,-3685.1640351623482,-286.38615761146144,-0.06538519295156629,-2.701501293279386,-0.3150825467373121,0,0,0
287,1445.077273515521,-3712.1717178392137,-289.52028174011633,-0.07322211263856838,-2.7000070815030504,-0.3117362087748336,0,0,0
288,1444.3059028659925,-3739.163613869993,-292.62076103069285,-0.08105052326323911,-2.6983439946379737,-0.30835364428547996,0,0,0
289,1443.4562944465238,-3766.138035453781,-295.6872351798538,-0.08886951509446636,-2.6965122259496783,-0.3049352463534035,0,0,0
290,1442.5285469891885,-3793.09329682036,-298.7193478359626,-0.09667817949568586,-2.6945119883060173,-0.30148141222692215,0,0,0
291,1441.522768306513,-3820.0277144261004,-301.71674664049453,-0.10447560903047272,-2.692343514152439,-0.29799254327235547,0,0,0
292,1440.4390752789473,-3846.9396071496026,-304.67908326898396,-0.11226089756799375,-2.690007055484974,-0.2944690449273825,0,0,0
293,1439.2775938412835,-3873.82729648706,-307.60601347150265,-0.12003314038830785,-2.687502883820951,-0.2909113266539262,0,0,0
294,1438.0384589680204,-3900.6891067473143,-310.4971971126648,-0.12779143428750261,-2.6848312901674443,-0.2873198018905702,0,0,0
295,1436.7218146576784,-3927.5233652465877,-313.3522982111538,-0.1355348776826546,-2.6819925849874564,-0.2836948880045138,0,0,0
296,1435.3278139160652,-3954.328402502862,-316.1709849787661,-0.14326257071660137,-2.6789870981638386,-0.28003700624307004,0,0,0
297,1433.856618738496,-3981.1025524298884,-318.95292985896816,-0.15097361536251286,-2.6758151789609568,-0.27634658168471293,0,0,0
298,1432.3084000909676,-4007.8441525308012,-321.69780956496123,-0.15866711552825016,-2.672477195984103,-0.2726240431896797,0,0,0
299,1430.6833378902902,-4034.551544091314,-324.40530511725035,-0.16634217716049937,-2.66897353713666,-0.2688698233501333,0,0,0
300,1428.9816209831808,-4061.223072372479,-327.07510188071257,-0.17399790834866857,-2.665304609575024,-0.26508435843989153,0,0,0
301,1427.2034471243162,-4087.8570868029797,-329.70688960116024,-0.18163341942853578,-2.6614708396612903,-0.2612680883637278,0,0,0
302,1425.349022953353,-4114.451941170944,-332.30036244139546,-0.18924782308563592,-2.657472672913704,-0.2574214566062505,0,0,0
303,1423.4185639709135,-4141.00599381525,-334.855219016751,-0.19684023445837462,-2.653310573954889,-0.2535449101803661,0,0,0
304,1421.4122945135437,-4167.517607816297,-337.3711624301139,-0.20440977124085702,-2.648985026457852,-0.24963889957533236,0,0,0
305,1419.330447727642,-4193.985151186235,-339.84790030642756,-0.21195555378541958,-2.6444965330897796,-0.24570387870440719,0,0,0
306,1417.1732655423666,-4220.406997058614,-342.28514482666833,-0.21947670520485302,-2.63984561545362,-0.24174030485210016,0,0,0
307,1414.9409986415208,-4246.78152387744,-344.6826127612927,-0.22697235147430442,-2.6350328140274697,-0.23774863862103182,0,0,0
308,1412.633906434421,-4273.107115585615,-347.04002550315107,-0.23444162153284667,-2.630058688101765,-0.2337293438784076,0,0,0
309,1410.2522570257518,-4299.382161812738,-349.3571090998643,-0.24188364738470355,-2.624923815714287,-0.22968288770211231,0,0,0
310,1407.7963271844087,-4325.605058062242,-351.6335942856595,-0.24929756420011856,-2.61962879358299,-0.22560974032643152,0,0,0
311,1405.2664023113364,-4351.774205897855,-353.8692165126611,-0.2566825104158558,-2.614174237036655,-0.22151037508740617,0,0,0
312,1402.6627764063617,-4377.888013129346,-356.0637159816338,-0.2640376278353215,-2.608560779943385,-0.21738526836782662,0,0,0
313,1399.9857520340283,-4403.94489399756,-358.2168376721732,-0.27136206172829375,-2.602789074636944,-0.21323489954187283,0,0,0
314,1397.2356402884368,-4429.94326935869,-360.32833137234184,-0.2786549609302502,-2.5968597918409486,-0.20905975091940676,0,0,0
315,1394.4127607570915,-4455.88156686779,-362.39795170774585,-0.2859154779412807,-2.590773620590924,-0.2048603076899236,0,0,0
316,1391.5174414837627,-4481.758221161499,-364.4254581700497,-0.29314276902457426,-2.584531268154234,-0.20063705786616856,0,0,0
317,1388.550018930364,-4507.571674039946,-366.4106151449254,-0.30033599430446906,-2.578133459947888,-0.1963904922274253,0,0,0
318,1385.5108379378541,-4533.320374647827,-368.35319193943286,-0.3074943178640534,-2.5715809394542415,-0.19212110426248308,0,0,0
319,1382.400251686161,-4559.002779654629,-370.2529628088288,-0.31461690784230656,-2.564874468134598,-0.18782939011228897,0,0,0
320,1379.2186216531409,-4584.617353433981,-372.10970698279993,-0.32170293653076865,-2.558014825340719,-0.1835158485122918,0,0,0
321,1375.966317572571,-4610.162568242104,-373.9232086911187,-0.3287515804697276,-2.5510028082242573,-0.1791809807344847,0,0,0
322,1372.6437173911825,-4635.636904395348,-375.69325718871755,-0.3357620205439125,-2.5438392316441205,-0.1748252905291528,0,0,0
323,1369.2512072247405,-4661.038850446799,-377.41964678017945,-0.34273344207768225,-2.5365249280717768,-0.17044928406633295,0,0,0
324,1365.789181313174,-4686.366903361915,-379.10217684364153,-0.3496650349296979,-2.5290607474945155,-0.16605346987699224,0,0,0
325,1362.2580419747608,-4711.619568693197,-380.7406518541091,-0.35655599358706863,-2.5214475573166695,-0.1616383587939322,0,0,0
326,1358.6581995593754,-4736.795360753853,-382.33488140617743,-0.36340551725895914,-2.513686242258816,-0.1572044638924255,0,0,0
327,1354.9900724008025,-4761.892802790453,-383.8846802361585,-0.37021280996964895,-2.5057777042549643,-0.15275230043059193,0,0,0
328,1351.2540867681228,-4786.910427154537,-385.3898682436104,-0.37697708065103175,-2.497722862347742,-0.1482823857895209,0,0,0
329,1347.4506768161764,-4811.84677547317,-386.8502705122666,-0.3836975432345447,-2.4895226525815954,-0.14379523941314712,0,0,0
330,1343.5802845351104,-4836.70039881842,-388.2657173303626,-0.39037341674251647,-2.4811780278940114,-0.13929138274788655,0,0,0
331,1339.6433596990164,-4861.469857875732,-389.6360442103581,-0.39700392537892387,-2.472689958004779,-0.13477133918203976,0,0,0
332,1335.6403598136615,-4886.153723111193,-390.9610919080519,-0.40358829861954626,-2.464059429303298,-0.13023563398496943,0,0,0
333,1331.5717500633227,-4910.750574937656,-392.2407064410876,-0.41012577130150735,-2.455287444733953,-0.12568479424605944,0,0,0
334,1327.4380032567285,-4935.259003879706,-393.47473910684744,-0.41661558371219387,-2.446375023679561,-0.12111934881346241,0,0,0
335,1323.239599772114,-4959.677610737457,-394.6630464997332,-0.423056981677541,-2.4373232018429114,-0.11653982823264275,0,0,0
336,1318.9770275013966,-4984.005006749149,-395.8054905278309,-0.4294492166496743,-2.428133031126406,-0.11194676468472259,0,0,0
337,1314.6507817934792,-5008.239813752537,-396.90193842895854,-0.43579154579389723,-2.4188055795098222,-0.1073406919246376,0,0,0
338,1310.2613653966853,-5032.380664345042,-397.9522627860942,-0.44208323207501554,-2.4093419309261996,-0.1027221452191099,0,0,0
339,1305.8092884003358,-5056.4262020426595,-398.95634154218294,-0.4483235443429872,-2.3997431851358813,-0.09809166128444524,0,0,0
340,1301.2950681754724,-5080.3750814375935,-399.91405801432103,-0.4545117574178886,-2.39001045759871,-0.09344977822416188,0,0,0
341,1296.7192293147334,-5104.2259683546035,-400.8253009073155,-0.46064715217418667,-2.380144879344401,-0.08879703546645809,0,0,0
342,1292.0823035713925,-5127.977540006049,-401.6899643266176,-0.4667290156243082,-2.3701475968411088,-0.0841339737015258,0,0,0
343,1287.3848297975633,-5151.628485145608,-402.50794779062875,-0.4727566410014947,-2.360019771862195,-0.07946113481871758,0,0,0
344,1282.6273538815806,-5175.177504220657,-403.2791562423773,-0.47872932784193567,-2.349762581351221,-0.0747790618435743,0,0,0
345,1277.8104286845632,-5198.623309523292,-404.0035000605652,-0.4846463820661681,-2.339377217285177,-0.07008829887472065,0,0,0
346,1272.9346139761665,-5221.964625339966,-404.68089506998257,-0.49050711605973524,-2.328864886535962,-0.06538939102063608,0,0,0
347,1268.0004763695317,-5245.200188099744,-405.3112625512897,-0.49631084875309317,-2.318226810730136,-0.06068288433630834,0,0,0
348,1263.0085892554412,-5268.328746521139,-405.89452925016496,-0.5020569057007573,-2.3074642261069567,-0.05596932575977699,0,0,0
349,1257.959532735685,-5291.349061757521,-406.43062738581756,-0.507744619159679,-2.296578383374715,-0.05124926304857434,0,0,0
350,1252.8538935556473,-5314.259907541084,-406.9194946588643,-0.5133733281668429,-2.285570547565394,-0.04652324471607115,0,0,0
351,1247.692265036123,-5337.06007032535,-407.3610742585695,-0.5189423786160775,-2.2744419978876596,-0.041791819967734456,0,0,0
352,1242.4752470043663,-5359.74834942619,-407.7553148694464,-0.5244511233340673,-2.263194027578206,-0.03705553863730503,0,0,0
353,1237.2034457243872,-5382.323557161356,-408.1021706772211,-0.5298989221555604,-2.2518279437514686,-0.032314951122901774,0,0,0
354,1231.8774738264972,-5404.784518988504,-408.4016013741562,-0.5352851419977618,-2.2403450672477274,-0.027570608323060575,0,0,0
355,1226.4979502361168,-5427.130073641681,-408.65357216373496,-0.5406091569339025,-2.2287467324796126,-0.022823061572714957,0,0,0
356,1221.0655001018506,-5449.359073266276,-408.8580537647051,-0.5458703482659787,-2.2170342872770346,-0.018072862579126072,0,0,0
357,1215.5807547228396,-5471.470383552413,-409.0150224144815,-0.551068104596649,-2.2052090927305525,-0.01332056335776937,0,0,0
358,1210.0443514753986,-5493.462883866767,-409.1244598719075,-0.5562018219002852,-2.1932725230332055,-0.008566716168185502,0,0,0
359,1204.4569337389466,-5515.335467382788,-409.1863534193748,-0.5612709035931647,-2.1812259653208175,-0.0038118734498028264,0,0,0
360,1198.819150821242,-5537.08704120933,-409.2006958643014,-0.5662747606027991,-2.169070819510801,0.000943412242260978,0,0,0
361,1193.1316578829255,-5558.716526517651,-409.1674855399673,-0.5712128114363901,-2.156808498139474,0.0056985883014107385,0,0,0
362,1187.395115861386,-5580.2228586667825,-409.0867263057082,-0.5760844822484036,-2.144440426197909,0.010453102133791605,0,0,0
363,1181.610191393953,-5601.604987327252,-408.9584275464673,-0.5808892069072557,-2.131968040966339,0.015206401222505384,0,0,0
364,1175.7775567404276,-5622.86187660314,-408.78260417170424,-0.5856264270611024,-2.11939279184713,0.019957933191817923,0,0,0
365,1169.8978897049597,-5643.99250515246,-408.5592766136628,-0.5902955922027252,-2.10671614019635,0.024707145871350106,0,0,0
366,1163.9718735572815,-5664.995866305846,-408.28847082499647,-0.5948961597335048,-2.093939559153945,0.02945348736024496,0,0,0
367,1158.0001969533052,-5685.870968183541,-407.9702182757523,-0.5994275950264759,-2.081064533472547,0.03419640609130347,0,0,0
368,1151.9835538550954,-5706.616833810656,-407.60455594971404,-0.6038893714884555,-2.068092559344933,0.03893535089508159,0,0,0
369,1145.9226434502239,-5727.23250123071,-407.19152634010425,-0.6082809706212376,-2.0550251442301537,0.04366977106394107,0,0,0
370,1139.8181700705181,-5747.717023617412,-406.73117744464605,-0.6126018820818482,-2.041863806678353,0.048399116416046564,0,0,0
371,1133.6708431102122,-5768.069469384695,-406.2235627599855,-0.6168516037418504,-2.0286100761543007,0.05312283735930169,0,0,0
372,1127.4813769435077,-5788.288922294972,-405.6687412754749,-0.6210296417456973,-2.015265492859652,0.05784038495521652,0,0,0
373,1121.250490841558,-5808.37448156561,-405.0667774663174,-0.6251355105681217,-2.001831607553966,0.06255121098269911,0,0,0
374,1114.9789088888826,-5828.325261973614,-404.4177412860747,-0.6291687330705589,-1.9883099813744898,0.06725476800176372,0,0,0
375,1108.667359899221,-5848.1403939584925,-403.7217081585378,-0.6331288405565941,-1.9747021856547438,0.0719505094171482,0,0,0
376,1102.3165773308392,-5867.819023723309,-402.97875896896187,-0.6370153728264296,-1.9610098017419164,0.0766378895418332,0,0,0
377,1095.9272992012945,-5887.360313333906,-402.18898005466673,-0.6408278782303635,-1.9472344208130985,0.08131636366045594,0,0,0
378,1089.500268001672,-5906.763440816271,-401.3524631950039,-0.6445659137212758,-1.9333776436903742,0.08598538809261091,0,0,0
379,1083.0362306103002,-5926.027600252069,-400.46930560069075,-0.6482290449061145,-1.9194410806547912,0.09064442025603045,0,0,0
380,1076.5359382059567,-5945.152001872285,-399.5396099025139,-0.6518168460963759,-1.9054263512592318,0.0952929187296376,0,0,0
381,1070.0001461805748,-5964.135872149011,-398.56348413940265,-0.655328900357573,-1.8913350841402055,0.09993034331646408,0,0,0
382,1063.4296140514607,-5982.9784538853355,-397.54104174587366,-0.6587647995576873,-1.8771689168285883,0.10455615510642599,0,0,0
383,1056.82510537303,-6001.679006303333,-396.4724015388491,-0.6621241444145977,-1.8629294955593265,0.10916981653894996,0,0,0
384,1050.1873876480765,-6020.236805130151,-395.35768770384897,-0.6654065445424802,-1.848618475080129,0.11377079146544249,0,0,0
385,1043.517232238581,-6038.651142682178,-394.19702978055955,-0.6686116184971742,-1.8342375184591715,0.11835854521159518,0,0,0
386,1036.815414276073,-6056.921327947282,-392.9905626477799,-0.67173899382051,-1.8197882968918326,0.12293254463951869,0,0,0
387,1030.0827125715523,-6075.046686665111,-391.7384265077476,-0.6747883070835918,-1.8052724895064869,0.1274922582096981,0,0,0
388,1023.3199095249855,-6093.026561405451,-390.440766869846,-0.6777592039290308,-1.790691783169374,0.13203715604276245,0,0,0
389,1016.5277910343831,-6110.860311644619,-389.09773453369496,-0.6806513391121253,-1.776047872288571,0.1365667099810616,0,0,0
390,1009.7071464044717,-6128.5473138399075,-387.7094855716263,-0.683464376540981,-1.761342458617086,0.1410803936500428,0,0,0
391,1002.8587682549696,-6146.086961502036,-386.2761813105469,-0.6861979893155679,-1.7465772510551,0.14557768251942005,0,0,0
392,995.9834524284774,-6163.478665265635,-384.7979883131911,-0.6888518597657087,-1.7317539654513774,0.15005805396412925,0,0,0
393,989.081997897994,-6180.721852957737,-383.27507835876474,-0.6914256794879957,-1.7168743244038682,0.1545209873250619,0,0,0
394,982.1552066740686,-6197.815969664264,-381.70762842298257,-0.693919149381629,-1.701940057059528,0.15896596396957027,0,0,0
395,975.2038837116002,-6214.760477794519,-380.09582065750243,-0.6963319796831755,-1.686952898913375,0.16339246735173724,0,0,0
396,968.2288368162943,-6231.554857143651,-378.43984236875747,-0.6986638900002414,-1.6719145916068103,0.16779998307240343,0,0,0
397,961.2308765507894,-6248.198604953115,-376.73988599618934,-0.7009146093440569,-1.656826882725223,0.17218799893894504,0,0,0
398,954.2108161404614,-6264.691235969093,-374.99614908988525,-0.7030838761609669,-1.641691525594906,0.17655600502479515,0,0,0
399,947.1694713789203,-6281.032282498886,-373.20883428762073,-0.7051714383628264,-1.6265102790793036,0.18090349372870182,0,0,0
400,940.1076605332075,-6297.221294465263,-371.37814929131133,-0.7071770533562948,-1.6112849073746156,0.18522995983371576,0,0,0
401,933.0262042487059,-6313.257839458765,-369.5043068428759,-0.709100488071028,-1.5960171798047824,0.18953490056590114,0,0,0
402,925.9259254537734,-6329.141502787957,-367.587524699514,-0.710941518986763,-1.5807088706158734,0.19381781565276238,0,0,0
403,918.8076492641115,-6344.871887527612,-365.62802560840055,-0.7126999321592931,-1.5653617587699042,0.19807820738138024,0,0,0
404,911.6722028868795,-6360.448614564845,-363.62603728080063,-0.7143755232453295,-1.5499776277381048,0.20231558065625055,0,0,0
405,904.5204155245654,-6375.8713226431655,-361.58179236560755,-0.7159680975262487,-1.5345582652936647,0.20652944305681867,0,0,0
406,897.3531182786255,-6391.139668404459,-359.49552842230673,-0.7174774699307199,-1.519105463303978,0.2107193048947032,0,0,0
407,890.171144052903,-6406.253326428889,-357.3674878933694,-0.7189034650562124,-1.5036210175224118,0.2148846792706021,0,0,0
408,882.9753274568366,-6421.211989272711,-355.1979180760784,-0.7202459171893785,-1.488106727379624,0.2190250821308747,0,0,0
409,875.7665047084722,-6436.015367504006,-352.98707109379023,-0.721504670325311,-1.4725643957744534,0.2231400323237932,0,0,0
410,868.5455135372865,-6450.663189736308,-350.735203866636,-0.7226795781856726,-1.4569958288644067,0.22722905165545657,0,0,0
411,861.3131930868353,-6465.155202660148,-348.44257808166503,-0.7237705042356948,-1.441402835855767,0.23129166494536108,0,0,0
412,854.0703838172378,-6479.491171072485,-346.10946016243435,-0.7247773217000437,-1.4257872287933477,0.23532740008162054,0,0,0
413,846.8179274075075,-6493.670877904044,-343.73612123804804,-0.7256999135775534,-1.410150822349917,0.23933578807582978,0,0,0
414,839.5566666577414,-6507.694124244537,-341.3228371116496,-0.7265381726548218,-1.3944954336153168,0.24331636311756544,0,0,0
415,832.2874453911796,-6521.560729365782,-338.8698882283713,-0.7272920015186704,-1.3788228818853001,0.24726866262851716,0,0,0
416,825.0111083561451,-6535.270530742701,-336.3775596427435,-0.7279613125674641,-1.3631349884501134,0.25119222731624335,0,0,0
417,817.7285011278765,-6548.823384072211,-333.84614098556943,-0.7285460280212915,-1.3474335763828456,0.2550866012275452,0,0,0
418,810.4404700102649,-6562.219163289991,-331.2759264302669,-0.7290460799310037,-1.3317204703275716,0.25895133180145213,0,0,0
419,803.1478619375057,-6575.457760585132,-328.66721465868306,-0.7294614101861102,-1.3159974962873118,0.2627859699218139,0,0,0
420,795.8515243756773,-6588.539086412665,-326.02030882638485,-0.7297919705215324,-1.3002664814118345,0.26659006996949164,0,0,0
421,788.5523052242579,-6601.463069503969,-323.3355165274296,-0.7300377225232122,-1.2845292537853248,0.2703631898741427,0,0,0
422,781.2510527175922,-6614.229656875051,-320.61314975861984,-0.7301986376325756,-1.2687876422139446,0.27410489116559333,0,0,0
423,773.9486153263189,-6626.838813832705,-317.8535248832465,-0.7302746971498525,-1.2530434760133096,0.2778147390247927,0,0,0
424,766.6458416587708,-6639.290523978541,-315.0569625943247,-0.7302658922362486,-1.2372985847959062,0.2814923023343429,0,0,0
425,759.3435803623589,-6651.584789210895,-312.22378787732634,-0.7301722239149735,-1.2215547982584738,0.28513715372859855,0,0,0
426,752.0426800249525,-6663.721629724603,-309.35432997241395,-0.7299937030711213,-1.2058139459693786,0.28874886964333035,0,0,0
427,744.7439890762648,-6675.701084008659,-306.44892233617986,-0.7297303504504057,-1.1900778571560007,0.2923270303649473,0,0,0
428,737.4483556892587,-6687.523208841738,-303.50790260289585,-0.7293821966567492,-1.1743483604921618,0.29587122007927086,0,0,0
429,730.1566276815811,-6699.188079285602,-300.5316125452768,-0.7289492821487268,-1.1586272838856175,0.2993810269198566,0,0,0
430,722.8696524170389,-6710.695788676373,-297.5203980347638,-0.7284316572348641,-1.1429164542656374,0.3028560430158564,0,0,0
431,715.588276707128,-6722.046448613692,-294.4746090013307,-0.7278293820677914,-1.1272176973706995,0.306295864539417,0,0,0
432,708.3133467126261,-6733.240188947741,-291.3945993928192,-0.7271425266372527,-1.1115328375363243,0.30970009175260815,0,0,0
433,701.0457078452611,-6744.277157764166,-288.280727133807,-0.726371170761973,-1.095863697483069,0.3130683290538759,0,0,0
434,693.7862046694672,-6755.157521366856,-285.13335408401355,-0.7255154040803825,-1.0802120981047132,0.3164001850240148,0,0,0
435,686.5356808042386,-6765.881464258623,-281.95284599624904,-0.7245753260401995,-1.0645798582566528,0.31969527247165463,0,0,0
436,679.2949788250935,-6776.449189119762,-278.73957247391036,-0.7235510458868739,-1.048968794544534,0.32295320847825526,0,0,0
437,672.0649401661594,-6786.860916784495,-275.4939069280301,-0.722442682650892,-1.0333807211131472,0.3261736144426052,0,0,0
438,664.8464050223911,-6797.116886215309,-272.2162265338829,-0.7212503651339437,-1.017817449435607,0.32935611612481847,0,0,0
439,657.640212251932,-6807.217354475186,-268.906912187154,-0.7199742318939553,-1.0022807881028433,0.3325003436898247,0,0,0
440,650.4471992786318,-6817.162596697732,-265.5663484596761,-0.718614431228987,-0.9867725426134268,0.3356059317503471,0,0,0
441,643.2682019947306,-6826.9529060552,-262.1949235547385,-0.7171711211600003,-0.9712945151637536,0.33867251940936394,0,0,0
442,636.1040546637199,-6836.588593724427,-258.7930292619746,-0.7156444694124933,-0.9558485044386142,0.34169975030204774,0,0,0
443,628.9555898233947,-6846.069988850664,-255.3610609118322,-0.7140346533970107,-0.9404363054021703,0.34468727263717824,0,0,0
444,621.8236381891046,-6855.397438509336,-251.89941732963274,-0.7123418601885264,-0.9250597090893637,0.34763473923802357,0,0,0
445,614.7090285572174,-6864.5713076657,-248.40850078922423,-0.7105662865047042,-0.9097205023977828,0.3505418075826853,0,0,0
