Step,px,py,pz,vx,vy,vz,fx,fy,fz
53,261.5263983518375,234.05975815595176,403.59333915607806,0.4812558395502971,-0.14825337420631537,0.0727826159541934,0,0,0
54,266.36846941310455,232.52513239929073,404.2977006466227,0.48714899450485244,-0.15869295313854642,0.0680883179375232,0,0,0
55,271.26918953659634,230.8854775948423,404.9550791396656,0.492985538402864,-0.16925898034190975,0.06338610745123864,0,0,0
56,276.2279892149401,229.13953538704197,405.5653982419648,0.4987647929858927,-0.17995022794983848,0.058676530934122804,0,0,0
57,281.24429219140103,227.28605977186916,406.12858702899894,0.5044860866530285,-0.1907654535440382,0.05396013568095718,0,0,0
58,286.3175155268482,225.32381724164398,406.6445800532097,0.5101487545389368,-0.20170340029886719,0.0492374697789212,0,0,0
59,291.4470696674976,223.25158692837184,407.1133173516072,0.5157521385911213,-0.21276279712739066,0.04450908204389959,0,0,0
60,296.63235851342336,221.06816074561917,407.534744452738,0.5212955876463958,-0.2239423588290924,0.039775521956705105,0,0,0
61,301.87277948783,218.77234352890386,407.9088123830156,0.5267784575065552,-0.23524078623922662,0.03503733959922392,0,0,0
62,307.16772360707705,216.362953174584,408.2354776724113,0.5322001110132367,-0.2466567663797923,0.030295085590491246,0,0,0
63,312.5165755514486,213.8388207772289,408.51470235950603,0.537559918121964,-0.25818897261211315,0.02554931102270445,0,0,0
64,317.9187137366588,211.1987907654563,408.74645399590156,0.5428572559753634,-0.26983606479100475,0.02080056739718127,0,0,0
65,323.3735103860854,208.44172103622003,408.93070564999147,0.5480915089755456,-0.28159668942051136,0.016049406560270416,0,0,0
66,328.8803316037232,205.56648308753265,409.06743591009075,0.5532620688556439,-0.2934694798111942,0.011296380639222111,0,0,0
67,334.4385374478484,202.57196214960737,409.1566288869241,0.5583683347504999,-0.30545305623895297,0.0065420419780259885,0,0,0
68,340.0474820053853,199.45705731440432,409.19827421547245,0.5634097132664895,-0.3175460261053622,0.00178694307322379,0,0,0
69,345.70651346696746,196.22068166356576,409.19236705617726,0.5683856185504806,-0.32974698409950337,-0.0029683634902956573,0,0,0
70,351.41497420268354,192.8617623947258,409.1389080955031,0.5732954723579146,-0.3420545123612748,-0.007723325103511733,0,0,0
71,357.17220083849986,189.3792409461795,409.0379035458579,0.578138704120003,-0.35446718064615956,-0.012477389197490116,0,0,0
72,362.9775243333504,185.77207311989727,408.8893651448708,0.5829147510100333,-0.3669835464914325,-0.017230003307596227,0,0,0
73,368.8302700568852,182.03922920286996,408.6933101540284,0.5876230580087739,-0.3796021553837875,-0.021980615137696533,0,0,0
74,374.72975786786856,178.17969408677064,408.4497613566686,0.5922630779689727,-0.39232154092836474,-0.026728672624340297,0,0,0
75,380.6753021932175,174.19246738591931,408.15874705533315,0.5968342716789403,-0.4051402250191589,-0.03147362400091426,0,0,0
76,386.66621210767136,170.07656355353663,407.82030106847856,0.6013361079252112,-0.41805671801078825,-0.036214917861762855,0,0,0
77,392.7017914140837,165.83101199627316,407.43446272654603,0.6057680635542756,-0.4310695188916047,-0.040952003226266444,0,0,0
78,398.78133872432625,161.45485718700107,407.00127686739097,0.6101296235333744,-0.4441771154581248,-0.045684329602870194,0,0,0
79,404.9041475407968,156.9471587758548,406.5207938310725,0.6144202810103507,-0.4573779844907612,-0.05041134705305609,0,0,0
80,411.0695063385205,152.30699169950825,405.99306945400343,0.6186395373725505,-0.47067059193083444,-0.0551325062552507,0,0,0
81,417.27669864783513,147.5334462886752,405.4181650624614,0.622786902304766,-0.48405339305884404,-0.05984725856866125,0,0,0
82,423.5250031376515,142.6256283738212,404.79614746546264,0.6268618938462144,-0.497524832673979,-0.06455505609703256,0,0,0
83,429.8136936992785,137.58265938907383,404.12708894699773,0.6308640384465464,-0.5110833452748458,-0.06925535175231748,0,0,0
84,436.14203953080334,132.40367647432,403.41106725763177,0.6347928710208766,-0.5247273552413935,-0.0739475993182534,0,0,0
85,442.5093052220175,127.08783257547806,402.6481656054691,0.6386479350038305,-0.538455277018015,-0.07863125351383744,0,0,0
86,448.9147508398775,121.63429654293284,401.83847264648364,0.6424287824026021,-0.5522655152978029,-0.083305770056693,0,0,0
87,455.35763201449214,116.04225322812285,400.9820824742164,0.646134973849014,-0.5661564652079379,-0.08797060572632015,0,0,0
88,461.8372000256247,110.31090357826766,400.0790946088409,0.6497660786505757,-0.5801265124961901,-0.0926252184272228,0,0,0
89,468.352701889701,104.43946472922505,399.12961398559804,0.6533216748405348,-0.5941740337185085,-0.09726906725190491,0,0,0
90,474.90338044731266,98.42717009646675,398.1337509426018,0.6568013492269126,-0.6082973964276807,-0.1019016125437289,0,0,0
91,481.488474451206,92.27326946416244,397.0916212080168,0.6602046974405208,-0.6224949593630369,-0.10652231595962841,0,0,0
92,488.10721865474557,85.97702907236146,396.00334588660974,0.6635313239819531,-0.6367650726411798,-0.11113064053266872,0,0,0
93,494.75884390084275,79.53773170226233,394.8690514456759,0.6667808422675455,-0.6511060779477151,-0.11572605073444696,0,0,0
94,501.4425772113385,72.95467675955992,393.68886970034265,0.6699528746743006,-0.6655163087299631,-0.12030801253732537,0,0,0
95,508.15764187683055,66.22718035586074,392.4629377982512,0.6730470525837714,-0.6799940903906263,-0.12487599347649005,0,0,0
96,514.9032575469338,59.354575388156945,391.1913982036188,0.6760630164248971,-0.694537740482393,-0.1294294627118281,0,0,0
97,521.678640320964,52.33621161634957,389.87439868068344,0.6790004157157894,-0.7091455689034525,-0.13396789108961601,0,0,0
98,528.4830028390339,45.171455738812284,388.51209227653186,0.681858909104461,-0.7238158780938999,-0.13849075120401202,0,0,0
99,535.3155543735519,37.85969146598664,387.10463730331446,0.6846381644084941,-0.7385469632330082,-0.14299751745834535,0,0,0
100,542.175500921111,30.40031959200045,385.65219731984786,0.6873378586536428,-0.7533371124373428,-0.1474876661261953,0,0,0
101,549.06204529476,22.792758064300834,384.154941112608,0.6899576781113655,-0.7681846069596985,-0.1519606754122528,0,0,0
102,555.9743872166424,15.036442051293928,382.61304267611564,0.6924973183352832,-0.7830877213888325,-0.15641602551295786,0,0,0
103,562.9117234109972,7.130824007983339,381.02668119271647,0.6949564841965584,-0.7980447238499734,-0.1608531986769052,0,0,0
104,569.8732476975058,-0.9246262604002382,379.39604101175877,0.6973348899181925,-0.8130538762060795,-0.1652716792650117,0,0,0
105,576.8581510849776,-9.130421536785665,377.7213116281702,0.6996322591082349,-0.8281134342598268,-0.1696709538104382,0,0,0
106,583.8656218653623,-17.487057132671403,376.00268766043695,0.7018483247919025,-0.8432216479562994,-0.17405051107825892,0,0,0
107,590.8948457080771,-25.995010830565914,374.2403688279871,0.7039828294426047,-0.8583767615863623,-0.17840984212487154,0,0,0
108,597.9450057546395,-34.65474282846506,372.4345599279817,0.7060355250118701,-0.8735770139906899,-0.18274844035714102,0,0,0
109,605.0152827135934,-43.46669568637301,370.58547081151545,0.7080061729581716,-0.8888206387644284,-0.18706580159127018,0,0,0
110,612.104854955718,-52.43129427487279,368.69331635923,0.7098945442746479,-0.9041058644624683,-0.19136142411139032,0,0,0
111,619.2128986095088,-61.54894572575258,366.7583164563429,0.7117004195157155,-0.9194309148053016,-0.19563480872786518,0,0,0
112,626.3385876569184,-70.82003938469333,364.7806959670953,0.7134235888225702,-0.9347940088854414,-0.19988545883530118,0,0,0
113,633.4810940293476,-80.24494676602333,362.7606847086203,0.7150638519475749,-0.9501933613743795,-0.20411288047025736,0,0,0
114,640.6395877038738,-89.82402150954495,360.69851742423646,0.7166210182775302,-0.9656271827300572,-0.2083165823686484,0,0,0
115,647.8132367997073,-99.55759933943851,358.59443375616826,0.7180949068558248,-0.9810936794048264,-0.2124960760228338,0,0,0
116,655.0012076748636,-109.44599802524817,356.4486782176978,0.7194853464034648,-0.9965910540538753,-0.21665087573838693,0,0,0
117,662.2026650230397,-119.48951734495428,354.2615001647501,0.720792175338978,-1.0121175057440963,-0.22078049869053695,0,0,0
118,669.4167719706841,-129.68843905013645,352.0331537669156,0.7220152417971902,-1.0276712301633704,-0.22488446498027745,0,0,0
119,676.6426901742489,-140.04302683323158,349.7638979779134,0.7231544036468744,-1.0432504198302441,-0.22896229769013493,0,0,0
120,683.8795799176132,-150.55352629689037,347.4539965054988,0.7242095285072669,-1.0588532643039756,-0.23301352293959085,0,0,0
121,691.1266002096654,-161.22016492543617,345.10371778081776,0.7251804937634515,-1.0744779503949233,-0.23703766994015082,0,0,0
122,698.3829088820336,-172.0431520584292,342.71333492721294,0.7260671865806084,-1.0901226623752547,-0.2410342710500544,0,0,0
123,705.6476626869534,-183.02267886633956,340.2831257284845,0.7268695039171266,-1.1057855821899507,-0.24500286182861922,0,0,0
124,712.9200173952606,-194.15891832833137,337.81337259660876,0.7275873525365781,-1.1214648896680797,-0.24894298109021318,0,0,0
125,720.1991278944986,-205.45202521216112,335.30436253891986,0.7282206490185532,-1.1371587627343172,-0.2528541709578483,0,0,0
126,727.4841482871273,-216.90213605619223,332.7563871247566,0.7287693197683541,-1.1528653776206874,-0.2567359769163901,0,0,0
127,734.7742319888242,-228.50936915352818,330.1697424515797,0.729233301025548,-1.1685829090785016,-0.2605879478653763,0,0,0
128,742.0685318268656,-240.27382453826567,327.54472911056246,0.7296125388713757,-1.1843095305904683,-0.2644096361714388,0,0,0
129,749.3662001385749,-252.19558397386987,324.8816521516595,0.7299069892350184,-1.2000434145829502,-0.2682005977203225,0,0,0
130,756.6663888698287,-264.2747109436727,322.1808210481573,0.7301166178987186,-1.2157827326383455,-0.2719603919684956,0,0,0
131,763.9682496736085,-276.51125064349543,319.4425496607105,0.7302414005017566,-1.2315256557075656,-0.2756885819943443,0,0,0
132,771.2709340085863,-288.9052299763968,316.6671562008684,0.7302813225432813,-1.2472703543225871,-0.27938473454894747,0,0,0
133,778.5735932377321,-301.45665754954643,313.8549631940964,0.7302363793839954,-1.2630149988090527,-0.2830484201064236,0,0,0
134,785.8753787269335,-314.1655236732245,311.0062974422951,0.730106576246695,-1.2787577594988948,-0.2866792129138458,0,0,0
135,793.1754419436145,-327.03180036194806,308.12148998582325,0.7298919282156617,-1.29449680694296,-0.29027669104071796,0,0,0
136,800.4729345553426,-340.0554413377229,305.2008760650281,0.7295924602349106,-1.3102303121236076,-0.2938404364280069,0,0,0
137,807.7670085284124,-353.2363820354218,302.2447950812873,0.7292082071052912,-1.3259564466672564,-0.2973700349367246,0,0,0
138,815.0568162263947,-366.57453961028716,299.2535905575672,0.728739213480443,-1.3416733830568597,-0.30086507639605464,0,0,0
139,822.34151050864,-380.06981294755866,296.22761009850285,0.7281855338616068,-1.357379294844278,-0.304325154651018,0,0,0
140,829.6202448287227,-393.7220826742235,293.167205350003,0.7275472325912907,-1.373072356862529,-0.30774986760967166,0,0,0
141,836.8921733328182,-407.5312111728887,290.0727319583857,0.7268243838457936,-1.3887507454378878,-0.31113881728983533,0,0,0
142,844.1564509579983,-421.4970425977734,286.94454952904925,0.7260170716265845,-1.404412638601815,-0.3144916098653406,0,0,0
143,851.4122335304354,-435.61940289281955,283.7830215846825,0.7251253897505411,-1.4200562163026846,-0.31780785571179687,0,0,0
144,858.6586778635025,-449.89809981191894,280.58851552302053,0.7241494418390477,-1.435679660617291,-0.3210871694518695,0,0,0
145,865.8949418557594,-464.3329229412535,277.3614025741497,0.723089341305953,-1.4512811559621073,-0.3243291700000637,0,0,0
146,873.1201845888122,-478.9236437237478,274.1020577573673,0.7219452113443908,-1.4668588893042727,-0.3275334806070105,0,0,0
147,880.3335664250357,-493.6700154856288,270.81085983760113,0.7207171849124636,-1.482411050372283,-0.33069972890324784,0,0,0
148,887.5342491051464,-508.5717734650923,267.48819128139354,0.7194054047177918,-1.49793583186636,-0.3338275469424937,0,0,0
149,894.7213958456164,-523.6286348430699,264.13443821245545,0.7180100232009297,-1.5134314296684768,-0.33691657124440466,0,0,0
150,901.8941714359142,-538.8402987760954,260.7499903667952,0.7165312025176506,-1.528896043052011,-0.3399664428368152,0,0,0
151,909.0517423355645,-554.2064464312658,257.335241047428,0.714969114520103,-1.5443278748910065,-0.34297680729745395,0,0,0
152,916.1932767710123,-569.7267410232919,253.8905870786703,0.7133239407368398,-1.5597251318690142,-0.34594731479513036,0,0,0
153,923.3179448322828,-585.4008278536361,250.4164287600256,0.7115958723517227,-1.5750860246874927,-0.34887762013038837,0,0,0
154,930.4249185694244,-601.2283343517316,246.91316981966585,0.7097851101817054,-1.59040876827374,-0.3517673827756217,0,0,0
155,937.5133720887236,-617.2088701182785,243.3812173675147,0.7078918646534967,-1.6056915819883348,-0.3546162669146461,0,0,0
156,944.5824816486813,-633.3420269706112,239.82098184793767,0.705916355779107,-1.6209326898320633,-0.35742394148172413,0,0,0
157,951.6314257557391,-649.6273789901333,236.23287699204496,0.7038588131302811,-1.6361303206523055,-0.3601900802000381,0,0,0
158,958.6593852597439,-666.064482571813,232.61731976961207,0.7017194758118195,-1.6512827083488593,-0.36291436161960633,0,0,0
159,965.6655434491406,-682.652876475734,228.97473034062426,0.6994985924337929,-1.6663880920791767,-0.36559646915463834,0,0,0
160,972.6490861458813,-699.3920818806959,225.30553200645022,0.6971964210826509,-1.6814447164629898,-0.36823609112032507,0,0,0
161,979.6092018000397,-716.2816024398567,221.61015116065067,0.6948132292912307,-1.6964508317863016,-0.3708329207690595,0,0,0
162,986.5450815841211,-733.3209243384136,217.88901723942763,0.6923492940076666,-1.7114046942047183,-0.3733866563260833,0,0,0
163,993.4559194870549,-750.5095163533127,214.14256267172007,0.689804901563207,-1.7263045659460992,-0.37589700102455587,0,0,0
164,1000.3409124078602,-767.8468299149815,210.37122282895186,0.6871803476389393,-1.7411487155125018,-0.3783636631400411,0,0,0
165,1007.1992602489735,-785.3322991710778,206.5754359744377,0.6844759372314301,-1.7559354178813975,-0.38078635602440875,0,0,0
166,1014.0301660092272,-802.9653410522468,202.75564321245304,0.6816919846172809,-1.7706629547061339,-0.383164798139145,0,0,0
167,1020.8328358764682,-820.7453553398789,198.91228843697377,0.678828813316607,-1.7853296145156223,-0.3854987130880702,0,0,0
168,1027.6064793198059,-838.6717247358604,195.04581828009185,0.6758867560554415,-1.7999336929132261,-0.38778782964945824,0,0,0
169,1034.3503091814787,-856.7438149343092,191.15668206011267,0.672866154727069,-1.8144734927748267,-0.3900318818075551,0,0,0
170,1041.0635417683295,-874.9609746952867,187.2453317293402,0.6697673603522956,-1.8289473244460444,-0.39223060878349225,0,0,0
171,1047.7453969428768,-893.3225359204779,183.3122218215562,0.666590733038656,-1.8433535059385915,-0.39438375506559137,0,0,0
172,1054.3950982139745,-911.8278137308298,179.35780939919923,0.6633366419385668,-1.8576903631257342,-0.39649107043905724,0,0,0
173,1061.0118728270468,-930.4761065461411,175.38255400025,0.6600054652064269,-1.871956229936841,-0.39855231001505476,0,0,0
174,1067.594951853889,-949.2666961665917,171.38691758482895,0.6565975899546732,-1.8861494485509953,-0.4005672342591674,0,0,0
175,1074.1435702820238,-968.1988478562042,167.37136448151233,0.6531134122087943,-1.9002683695896483,-0.4025356090192331,0,0,0
176,1080.656967103603,-987.2718104282264,163.3363613333731,0.6495533368613089,-1.9143113523082922,-0.40445720555255477,0,0,0
177,1087.134385403843,-1006.4848163324264,159.28237704375286,0.6459177776247137,-1.9282767647871288,-0.4063318005524825,0,0,0
178,1093.575072448985,-1025.837081744288,155.20988272177104,0.6422071569834064,-1.9421629841207138,-0.4081591761743636,0,0,0
179,1099.97827977377,-1045.327806656099,151.1193516275779,0.638421906144589,-1.955968396606552,-0.409939120060858,0,0,0
180,1106.3432632684162,-1064.9561749699187,147.01125911735747,0.6345624649881583,-1.9696913979326247,-0.4116714253666162,0,0,0
181,1112.6692832650917,-1084.721354592416,142.88608258808682,0.6306292820155868,-1.9833303933638247,-0.4133558907823167,0,0,0
182,1118.9556046238708,-1104.6224975315654,138.74430142205844,0.626622814297804,-1.9968837979272784,-0.4149923205580596,0,0,0
183,1125.2014968181632,-1124.6587399951925,134.5863969311716,0.6225435274220801,-2.0103500365965346,-0.4165805245261147,0,0,0
184,1131.4062340196078,-1144.829202491353,130.4128523009997,0.6183918954379206,-2.023727544474596,-0.41812031812302053,0,0,0
185,1137.5690951824213,-1165.1329899305388,126.22415253463977,0.6141684008019778,-2.0370147669757745,-0.4196115224110325,0,0,0
186,1143.6893641271888,-1185.5691917296938,122.02078439635076,0.6098735343219845,-2.0502101600063476,-0.4210539640989169,0,0,0
187,1149.766329624091,-1206.1368819180334,117.80323635498726,0.6055077950997186,-2.063312190143996,-0.42244747556208884,0,0,0
188,1155.7992854755555,-1226.8351192446498,113.571998527235,0.6010716904730022,-2.0763193348160005,-0.42379189486209196,0,0,0
189,1161.787530598323,-1247.6629472878933,109.32756262065493,0.596565735956745,-2.0892300824761803,-0.42508706576541677,0,0,0
190,1167.7303691049194,-1268.619394566518,105.07042187654247,0.5919904551830364,-2.1020429327805457,-0.4263328377616567,0,0,0
191,1173.6271103845245,-1289.7034746525758,100.80107101260842,0.5873463798402953,-2.114756396761653,-0.4275290660809986,0,0,0
192,1179.4770691832266,-1310.9141862860486,96.52000616548835,0.5826340496114826,-2.1273689970016356,-0.4286756117110463,0,0,0
193,1185.2795656836554,-1332.2505134912033,92.22772483308715,0.5778540121113857,-2.1398792678038925,-0.429772341412975,0,0,0
194,1191.033925583983,-1353.7114256946572,87.92472581676529,0.5730068228229804,-2.152285755363416,-0.43081912773701503,0,0,0
195,1196.739480176284,-1375.2958778451407,83.61150916337365,0.5680930450328795,-2.164587017935736,-0.4318158490372625,0,0,0
196,1202.395566424244,-1397.0028105349402,79.28857610714368,0.5631132497658728,-2.176781626004465,-0.4327623894858156,0,0,0
197,1208.001527040212,-1418.8311501230116,74.95642901143944,0.5580680157185699,-2.188868162447419,-0.4336586390862349,0,0,0
198,1213.5567105615821,-1440.779808859747,70.61557131037851,0.55295792919215,-2.2008452227013007,-0.434504493686326,0,0,0
199,1219.0604714264996,-1462.8476850133802,66.26650745032853,0.5477835840242287,-2.212711414924922,-0.43529985499024276,0,0,0
200,1224.5121700488808,-1485.0336629980188,61.90974283128594,0.5425455815198483,-2.224465360160949,-0.43604463056991033,0,0,0
201,1229.9111728927387,-1507.3366135032843,57.54578374814403,0.5372445303816017,-2.2361056924961473,-0.43673873387576595,0,0,0
202,1235.256852545806,-1529.7553936255483,53.175137331857,0.5318810466388948,-2.2476310592201156,-0.4373820842468169,0,0,0
203,1240.5485877924452,-1552.2888470007485,48.79831149050675,0.5264557535763589,-2.2590401209824815,-0.43797460692001405,0,0,0
204,1245.78576368584,-1574.935803938768,44.41581485027948,0.5209692816614193,-2.2703315519485456,-0.4385162330389399,0,0,0
205,1250.9677716194574,-1597.6950815593636,40.028156696358785,0.5154222684710296,-2.281504039953356,-0.4390068996618102,0,0,0
206,1256.094009397773,-1620.565483929628,35.63584691374217,0.5098153586175791,-2.292556286654194,-0.43944654976878883,0,0,0
207,1261.163881306252,-1643.5458022029668,31.239395927987857,0.5041492036739837,-2.3034870076814515,-0.4398351322686133,0,0,0
208,1266.176798180576,-1666.6348147595777,26.839314645898806,0.49842446209796687,-2.314294932787888,-0.4401726020045327,0,0,0
209,1271.1321774751095,-1689.8312873484135,22.436114396150778,0.49264179915554096,-2.3249788059962437,-0.44045891975955476,0,0,0
210,1276.0294433305967,-1713.1339732306135,18.030306869871374,0.4868018868436977,-2.335537385745195,-0.4406940522610036,0,0,0
211,1280.8680266410813,-1736.5416133243848,13.62240406117699,0.4809054038123159,-2.3459694450336355,-0.4408779721843861,0,0,0
212,1285.6473651200424,-1760.0529363513199,9.212918207674505,0.4749530352852964,-2.3562737715632647,-0.4410106581565674,0,0,0
213,1290.3669033657366,-1783.6666589841295,4.802361730934731,0.4689454729809329,-2.366449167879467,-0.44109209475825456,0,0,0
214,1295.0260929257406,-1807.3814859957777,0.3912471769444368,0.46288341503152813,-2.376494451510468,-0.4411222725257883,0,0,0
215,1299.6243923606867,-1831.1961104099976,-4.019912843456051,0.45676756590226464,-2.3864084551047458,-0.44110118795224296,0,0,0
216,1304.1612673071822,-1855.109213653175,-8.430605714142807,0.45059863630933966,-2.3961900265666913,-0.441028843487834,0,0,0
217,1308.636190539908,-1879.1194657075775,-12.840318873278864,0.44437734313737365,-2.4058380291904884,-0.4409052475396332,0,0,0
218,1313.0486420328866,-1903.2255252659147,-17.248539872878474,0.4381044093561017,-2.4153513417922117,-0.44073041447059175,0,0,0
219,1317.3981090199134,-1927.42603988721,-21.654756438358135,0.4317805639363581,-2.4247288588401164,-0.440504364597871,0,0,0
220,1321.6840860541447,-1951.7196461539663,-26.058456528067452,0.4254065417653637,-2.4339694905831126,-0.44022712419048166,0,0,0
221,1325.906075066836,-1976.1049698306072,-30.45912839279296,0.4189830835613249,-2.443072163177403,-0.43989872546623093,0,0,0
222,1330.063585425221,-2000.5806260231757,-34.856260635227926,0.4125109357873562,-2.452035818811274,-0.4395192065879785,0,0,0
223,1334.156133989528,-2025.145219340271,-39.2493422694013,0.405990850564734,-2.4608594158280206,-0.4390886116592018,0,0,0
224,1338.183245169125,-2049.797344055206,-43.637862780058825,0.3994235855854938,-2.4695419288469997,-0.43860699071887077,0,0,0
225,1342.1444509777875,-2074.5355842693634,-48.02131218198945,0.3928099040243793,-2.478082348882786,-0.43807439973563267,0,0,0
226,1346.0392910880828,-2099.358514076738,-52.39918107929018,0.3861505744501551,-2.486479683462425,-0.43749090060130835,0,0,0
