Step,p0,p1,p2,v0,v1,v2,f0,f1,f2
32,9.165317907779306,2.740862771352338,2.8788295181286845,-0.004625650122729411,0.015775061001000654,0.000017127298395299213,0,0,0
33,9.164866486833098,2.7413003082153753,2.8798812956640236,-0.004623996813621988,0.015775545099230733,0.000017652734729285062,0,0,0
34,9.164415175744677,2.741737876069317,2.880933109564325,-0.004622343558678234,0.015776028974743932,0.000018178549028741694,0,0,0
35,9.163963975401638,2.7421754751322287,2.8819849596633205,-0.004620690358239929,0.015776512628384594,0.00001870474126861613,0,0,0
36,9.16351288490636,2.7426131050843976,2.8830368462532405,-0.004619037211862897,0.015776996058390027,0.000019231311424376863,0,0,0
37,9.16306190425172,2.7430507658819616,2.884088769396957,-0.004617384120152295,0.01577747926647802,0.00001975825946978219,0,0,0
38,9.162611034327488,2.7434884577322483,2.885140729161323,-0.004615731082938319,0.015777962251823194,0.0000202855853814179,0,0,0
39,9.162160274233736,2.743926180326242,2.8861927256054205,-0.004614078100550676,0.015778445015203434,0.000020813289131212975,0,0,0
40,9.161709623966363,2.7443639336133914,2.887244758559279,-0.00461242517278286,0.01577892755565545,0.000021341370693427876,0,0,0
41,9.161259083519303,2.744801717542558,2.88829682831858,-0.004610772299483404,0.01577940987235133,0.000021869830045794983,0,0,0
42,9.160808652887438,2.7452395320666834,2.8893489347133445,-0.004609119481222845,0.015779891966943287,0.000022398667159625584,0,0,0
43,9.160358332957397,2.745677377399749,2.8904010780437406,-0.00460746671786279,0.01578037383867246,0.000022927882010871528,0,0,0
44,9.159908122833317,2.7461152532187696,2.891453258368317,-0.004605814009455941,0.015780855487450264,0.00002345747457777642,0,0,0
45,9.159458023397619,2.7465531597554524,2.8925054757546076,-0.004604161356372543,0.015781336914188437,0.000023987444826963258,0,0,0
46,9.159008033753375,2.7469910966902917,2.8935577302609468,-0.004602508758416832,0.015781818117923403,0.000024517792737222802,0,0,0
47,9.158558153896422,2.7474290639689185,2.894610021950162,-0.004600856215658231,0.015782299098634555,0.00002504851828207178,0,0,0
48,9.158108383823777,2.747867061537318,2.8956623506522443,-0.004599203728152275,0.015782779856229532,0.000025579621436751434,0,0,0
49,9.157658723527176,2.748305089355085,2.8967147164300124,-0.004597551295989863,0.015783260390681345,0.000026111102175410088,0,0,0
50,9.157209172999982,2.748743147367118,2.89776711981193,-0.004595898919288623,0.01578374070210676,0.000026642960473250467,0,0,0
51,9.156759732240443,2.749181235519767,2.898819560395152,-0.0045942465978176215,0.01578422078947389,0.000027175196303722758,0,0,0
52,9.156310402131723,2.7496193540373697,2.8998720384807206,-0.004592594332485149,0.01578470065550807,0.00002770780964091735,0,0,0
53,9.155861181778869,2.750057502593416,2.9009245541262247,-0.004590942122563385,0.01578518029750622,0.000028240800462301817,0,0,0
54,9.155412071171398,2.7504956811544323,2.901977107394455,-0.004589289968661548,0.015785659717184927,0.000028774168734322456,0,0,0
55,9.154963070308467,2.7509338896594486,2.903029698115376,-0.004587637870575715,0.015786138913580144,0.00002930791443792141,0,0,0
56,9.154514180075154,2.751372128325781,2.9040823265904185,-0.004585985828423209,0.01578661788680582,0.000029842037547696218,0,0,0
57,9.154065399572307,2.7518103968408525,2.9051349928767443,-0.004584333842260814,0.015787096636772146,0.000030376538034674842,0,0,0
58,9.153616728797042,2.752248695150675,2.9061876968042997,-0.004582681912157642,0.015787575163382726,0.00003091141587560489,0,0,0
59,9.153168168634316,2.7526870234725327,2.907240438674812,-0.004581030038483118,0.015788053467625428,0.000031446671043298995,0,0,0
60,9.152719718184937,2.753125381493833,2.908293218545119,-0.004579378221041894,0.015788531548536544,0.000031982303510460796,0,0,0
61,9.152271378337296,2.7535637694252877,2.9093460364843153,-0.004577726460188991,0.015789009407032345,0.0000325183132538747,0,0,0
62,9.151823148192172,2.7540021869542994,2.9103988925490265,-0.00457607475572906,0.015789487042149136,0.000033054700247983024,0,0,0
63,9.151375026851905,2.754440633768731,2.911451786562639,-0.004574423107439228,0.015789964452855552,0.000033591464465481596,0,0,0
64,9.15092701609608,2.7548791103439707,2.9125047188337,-0.004572771515980841,0.015790441641074432,0.000034128605881274956,0,0,0
65,9.150479115918197,2.755317616632547,2.9135576894252564,-0.004571119981430566,0.01579091860678301,0.000034666124469799136,0,0,0
66,9.15003132452786,2.755756152057192,2.914610698153836,-0.0045694685032934695,0.01579139534800901,0.00003520402020186842,0,0,0
67,9.14958364370454,2.756194717093259,2.9156637453285845,-0.004567817082224084,0.01579187186667731,0.000035742293054159096,0,0,0
68,9.149136072550627,2.7566333114286246,2.9167168307726614,-0.004566165717999516,0.015792348161756536,0.000036280943001054174,0,0,0
69,9.148688611058274,2.757071935007832,2.917769955014437,-0.004564514410478348,0.015792824232491634,0.00003681997001564375,0,0,0
70,9.148241260114997,2.7575105880565114,2.9188231176582358,-0.0045628631605066725,0.015793300081398856,0.00003735937407166606,0,0,0
71,9.147794018821838,2.75794927025455,2.919876318992544,-0.004561211967636738,0.01579377570671654,0.00003789915514755773,0,0,0
72,9.147346887176047,2.758387981548004,2.920929558847247,-0.004559560831671782,0.01579425110747851,0.00003843931321097019,0,0,0
73,9.146899865167203,2.7588267218958262,2.9219828375178714,-0.004557909753234355,0.015794726285473265,0.000038979848239191744,0,0,0
74,9.146452952792583,2.759265491244078,2.9230361548342936,-0.004556258732127701,0.015795201239734602,0.00003952076020338642,0,0,0
75,9.146006150936502,2.7597042898098514,2.9240895110997953,-0.004554607768721182,0.015795675971250398,0.000040062049079645117,0,0,0
76,9.145559458701621,2.7601431172735156,2.9251429063695054,-0.004552956862559921,0.01579615047818527,0.00004060371484264932,0,0,0
77,9.145112876081267,2.7605819735875476,2.9261963407061073,-0.00455130601397944,0.015796624761388326,0.000041145757464844306,0,0,0
78,9.144666403070818,2.7610208586974463,2.927249814172282,-0.004549655223314776,0.01579709882170883,0.00004168817692448827,0,0,0
79,9.144220040556212,2.761459772828373,2.9283033266060543,-0.004548004490396881,0.015797572658245308,0.000042230973188038315,0,0,0
80,9.143773787638137,2.7618987156601134,2.9293568782949495,-0.00454635381530264,0.015798046270977834,0.00004277414623371414,0,0,0
81,9.143327645206687,2.7623376874038854,2.9304104690771893,-0.004544703198359444,0.015798519660755024,0.000043317696036230035,0,0,0
82,9.142881611465597,2.762776687488265,2.931464099231601,-0.0045430526393731175,0.015798992826615742,0.00004386162256560261,0,0,0
83,9.142435688195663,2.763215716389001,2.9325177688377,-0.004541402138473155,0.015799465768667434,0.00004440592579631759,0,0,0
84,9.141989874499433,2.76365477378643,2.9335714779497586,-0.0045397516957020965,0.015799938486824504,0.000044950605706655244,0,0,0
85,9.141544170372224,2.76409385963362,2.9346252263976025,-0.004538101311122564,0.01580041098099249,0.000045495662265301644,0,0,0
86,9.141098575805177,2.7645329738823996,2.9356790144766953,-0.0045364509848522605,0.0158008832512123,0.0000460410954478924,0,0,0
87,9.14065309079354,2.764972116478227,2.9367328422496723,-0.004534800716940006,0.015801355297469434,0.000046586905232794523,0,0,0
88,9.140207716221258,2.7654112876532633,2.937786709555441,-0.00453315050776911,0.01580182712059589,0.000047133091583669485,0,0,0
89,9.13976245119269,2.765850487065614,2.938840616913378,-0.004531500357128973,0.015802298719784225,0.00004767965448234088,0,0,0
90,9.139317295701215,2.7662897146829515,2.939894563920467,-0.004529850265089796,0.015802770094861866,0.000048226593899672465,0,0,0
91,9.13887225063051,2.7667289707221783,2.9409485508815445,-0.00452820023203444,0.01580324124681267,0.00004877390980778515,0,0,0
92,9.138427315087363,2.7671682548573,2.9420025776172096,-0.004526550257473084,0.015803712173735787,0.00004932160217992807,0,0,0
93,9.1379824890585,2.7676075670540126,2.9430566444228905,-0.004524900342028674,0.015804182877419568,0.00004986967099073613,0,0,0
94,9.137537772541142,2.768046907250772,2.94411075136119,-0.004523250485510957,0.015804653356971773,0.00005041811621697899,0,0,0
95,9.13709316642758,2.7684862756518562,2.9451648982716967,-0.004521600688246745,0.015805123613241177,0.00005096693783541293,0,0,0
96,9.136648669811681,2.7689256719577973,2.9462190854402186,-0.0045199509500621566,0.015805593645333568,0.000051516135809964436,0,0,0
97,9.136204282686482,2.7693650961209837,2.9472733129293447,-0.004518301270808822,0.01580606345234425,0.00005206571011589554,0,0,0
98,9.135760005047429,2.7698045480945237,2.9483275805688436,-0.004516651651039977,0.015806533035930576,0.000052615660729053064,0,0,0
99,9.135315837779574,2.770244028080547,2.949381888897144,-0.004515002090899171,0.01580700239627457,0.00005316598762241613,0,0,0
100,9.134871779992194,2.7706835357537996,2.950436237501174,-0.004513352589875909,0.015807471531405656,0.00005371669077620669,0,0,0
101,9.134427831671703,2.771123071079884,2.9514906266763217,-0.004511703148579401,0.015807940443116283,0.00005426777015796716,0,0,0
102,9.133983992809439,2.77156263402587,2.9525450562523354,-0.004510053766596159,0.01580840912955587,0.00005481922573103081,0,0,0
103,9.133540263404162,2.7720022245154863,2.9535995265245916,-0.004508404444246283,0.015808877591653968,0.00005537105748399345,0,0,0
104,9.133096644337387,2.772441842780175,2.9546540375663723,-0.004506755182178995,0.015809345831188218,0.000055923265380302795,0,0,0
105,9.132653133827466,2.772881488214905,2.9557085891860617,-0.004505105979324843,0.015809813844459456,0.00005647584940514218,0,0,0
106,9.13220973364192,2.773321161329431,2.956763181700577,-0.00450345683690617,0.015810281635121437,0.00005702880952075068,0,0,0
107,9.1317664428892,2.773760861783071,2.9578178151617314,-0.004501807754180257,0.01581074920047551,0.00005758214570839994,0,0,0
108,9.131323261558038,2.7742005895421187,2.95887248963206,-0.004500158731749192,0.015811216542240377,0.000058135857935342016,0,0,0
109,9.130880190536704,2.7746403448248405,2.9599272049525207,-0.004498509769450123,0.015811683659512726,0.00005868994617674727,0,0,0
110,9.130437228926828,2.77508012730371,2.960981961407419,-0.004496860867338821,0.01581215055227891,0.00005924441040928444,0,0,0
111,9.12999437671984,2.7755199369458214,2.9620367588264624,-0.004495212025764913,0.01581261722130799,0.00005979925059624813,0,0,0
112,9.129551633907237,2.775959773687929,2.9630915977377947,-0.004493563244306942,0.015813083664979313,0.00006035446671782597,0,0,0
113,9.12910900049148,2.776399637470043,2.9641464777383013,-0.004491914523251057,0.015813549884004956,0.00006091005875402071,0,0,0
114,9.12866647735118,2.7768395285227423,2.965201399135052,-0.0044902658629945615,0.015814015879364467,0.0000614660266682416,0,0,0
115,9.128224062700673,2.777279446254982,2.9662563617343403,-0.00448861726301406,0.015814481649094027,0.00006202237044063552,0,0,0
116,9.127781758311201,2.7777193911624427,2.9673113658550765,-0.004486968724258234,0.015814947195979902,0.00006257909003439061,0,0,0
117,9.127339563286945,2.7781593629183545,2.968366411548003,-0.004485320245998981,0.015815412517319105,0.00006313618542943628,0,0,0
118,9.12689747851211,2.7785993617549583,2.969421498654955,-0.004483671828837525,0.015815877614827688,0.00006369365659283295,0,0,0
119,9.126455503087985,2.779039387344624,2.970476627459273,-0.004482023472584319,0.015816342487616084,0.000064251503504478,0,0,0
120,9.126013637011411,2.7794794396256943,2.9715317980234346,-0.0044803751773214795,0.01581680713565991,0.00006480972613696204,0,0,0
121,9.12557188027508,2.7799195185504573,2.972587010409912,-0.004478726943104954,0.01581727155894254,0.00006536832446578217,0,0,0
122,9.125130232870529,2.7803596240860404,2.973642264448364,-0.004477078770297969,0.01581773575822899,0.00006592729845735737,0,0,0
123,9.1246886947916,2.7807997561698934,2.9746975604340653,-0.004475430658717199,0.01581819973270081,0.00006648664808815304,0,0,0
124,9.124247266926693,2.7812399150203224,2.975752898209434,-0.0044737826084450235,0.01581866348233062,0.00006704637333323037,0,0,0
125,9.123805948372723,2.781680100323581,2.9768082780571663,-0.004472134619551694,0.015819127007100458,0.0000676064741607224,0,0,0
126,9.123364739125417,2.782120312032858,2.9778636998069037,-0.004470486692372222,0.015819590307783724,0.00006816695054545714,0,0,0
127,9.122923640071155,2.7825605503506785,2.9789191637669767,-0.004468838827002105,0.01582005338450086,0.00006872780246384245,0,0,0
128,9.122482650305676,2.783000814978127,2.979974669986949,-0.004467191023260212,0.015820516236283944,0.00006928902988255591,0,0,0
129,9.122041769828886,2.7834411058544553,2.981030218296448,-0.004465543280949026,0.015820978862167025,0.0000698506327775712,0,0,0
130,9.12160099863434,2.7838814229170294,2.9820858089907096,-0.004463895600403093,0.01582144126307535,0.00007041261112880327,0,0,0
131,9.121160336706305,2.7843217661459945,2.9831414421321605,-0.004462247981734717,0.015821903438975563,0.00007097496489810365,0,0,0
132,9.120719784044702,2.7847621354806082,2.9841971175504103,-0.00446060042523698,0.015822365390653518,0.00007153769406180097,0,0,0
133,9.120279340642982,2.785202530858206,2.9852528355406815,-0.004458952930481192,0.015822827116414865,0.00007210079859600809,0,0,0
134,9.1198390064895,2.7856429522449675,2.9863085961653835,-0.004457305497837635,0.0158232886170984,0.00007266427847062405,0,0,0
135,9.119398782477711,2.786083399830339,2.9873643995008146,-0.004455658127897886,0.015823749894498876,0.00007322813366294081,0,0,0
136,9.118958667703255,2.7865238733153763,2.9884202455956843,-0.004454010820221836,0.01582421094677654,0.00007379236413947262,0,0,0
137,9.118518662157822,2.78696437266725,2.989476134279583,-0.004452363574859297,0.01582467177384073,0.00007435696987424201,0,0,0
138,9.118078766739036,2.787404898061464,2.990532065629102,-0.0044507163918965555,0.015825132375738758,0.00007492195084529235,0,0,0
139,9.117638980535002,2.7878454492120164,2.9915880399254347,-0.004449069271433138,0.01582559275244399,0.00007548730702162141,0,0,0
140,9.117199303538131,2.7882860260711118,2.99264405723096,-0.0044474222135520766,0.015826052903931742,0.0000760530383744376,0,0,0
141,9.116759735748442,2.788726628578036,2.9937001173752504,-0.0044457752182874765,0.015826512830116022,0.0000766191448799335,0,0,0
142,9.116320277151388,2.7891672566829278,2.9947562208862815,-0.004444128286036217,0.015826972531979448,0.00007718562650195985,0,0,0
143,9.115880928643127,2.7896079105912164,2.995812367375524,-0.004442481416845427,0.015827432009429234,0.00007775248323066539,0,0,0
144,9.115441688418914,2.790048589751732,2.9968685571088214,-0.004440834610276615,0.015827891260628058,0.00007831971502073454,0,0,0
145,9.11500255826828,2.7904892946200457,2.9979247899452512,-0.004439187866920566,0.015828350287368002,0.00007888732185285945,0,0,0
146,9.11456353728682,2.7909300248971984,2.9989810659324543,-0.004437541186609769,0.015828809088677114,0.00007945530370022758,0,0,0
147,9.114124625467433,2.7913707805203605,3.0000373853655775,-0.004435894569419588,0.01582926766460885,0.00008002366053183168,0,0,0
148,9.113685823695077,2.791811561706814,3.001093748322182,-0.0044342480157118554,0.015829726016077468,0.00008059239231873493,0,0,0
149,9.113247131073512,2.7922523681296667,3.0021501548495864,-0.0044326015252626055,0.01583018414212776,0.00008116149904411531,0,0,0
150,9.112808547594561,2.792693199756128,3.0032066047773216,-0.004430955098162329,0.01583064204265699,0.00008173098067397258,0,0,0
151,9.11237007325097,2.793134056523324,3.004263098400512,-0.004429308734759036,0.015831099718586417,0.00008230083718410964,0,0,0
152,9.11193170803458,2.7935749383984727,3.005319635548681,-0.0044276624345980994,0.015831557168077676,0.00008287106854095228,0,0,0
153,9.11149345194221,2.7940158453047252,3.0063762165169425,-0.004426016198285479,0.015832014392924174,0.0000834416747248343,0,0,0
154,9.111055304965712,2.794456777209305,3.0074328411348095,-0.004424370025366529,0.01583247139128756,0.00008401265570214636,0,0,0
155,9.110617267093541,2.7948977340632415,3.008489509697386,-0.004422723916203954,0.015832928164084725,0.00008458401145092604,0,0,0
156,9.110179339206386,2.795338716097729,3.0095462222830127,-0.0044210778714329395,0.015833384713097472,0.00008515574193017434,0,0,0
157,9.10974152041204,2.795779722971893,3.010602978938148,-0.00441943189032415,0.015833841035623193,0.00008572784712015237,0,0,0
158,9.10930381070266,2.796220754637862,3.011659779725084,-0.004417785973451257,0.015834297133389016,0.00008630032699933386,0,0,0
159,9.108866210074302,2.7966618110489243,3.0127166244733115,-0.00441614012063117,0.015834753005424702,0.00008687318153833252,0,0,0
160,9.1084287194118,2.7971028924223273,3.0137735132615604,-0.004414494331953092,0.015835208651776685,0.00008744641070823773,0,0,0
161,9.107991337806759,2.7975439984427464,3.0148304466014513,-0.004412848607521316,0.015835664072492775,0.00008802001447276827,0,0,0
162,9.107554065259182,2.7979851290646414,3.0158874240896663,-0.00441120294765001,0.015836119268276688,0.0000885939928095776,0,0,0
163,9.107116901765364,2.7984262842261924,3.0169444457884738,-0.004409557352162173,0.01583657423823224,0.00008916834569400827,0,0,0
164,9.106679847309262,2.7988674638922744,3.0180015119929267,-0.004407911821135127,0.0158370289824123,0.00008974307309276956,0,0,0
165,9.10624290188707,2.7993086680010366,3.0190586227652814,-0.004406266354623676,0.015837483500800605,0.0000903181749887955,0,0,0
166,9.105806065494965,2.799749896490623,3.020115778167788,-0.004404620952736723,0.0158379377933648,0.00009089365134265887,0,0,0
167,9.105369339017575,2.8001911495933975,3.021172978047066,-0.004402975616075435,0.01583839186182094,0.00009146950213471264,0,0,0
168,9.104932720665852,2.8006324267173133,3.02223022243113,-0.0044013303438778534,0.01583884570340314,0.0000920457273407366,0,0,0
169,9.10449621220468,2.801073728371341,3.0232875116494395,-0.004399685136616212,0.015839299319141673,0.0000926223269138507,0,0,0
170,9.104059812745875,2.8015150542157996,3.0243448455142707,-0.004398039994494533,0.01583975270977588,0.00009319930084278867,0,0,0
171,9.10362352227727,2.801956404201534,3.02540222432064,-0.004396394917139371,0.015840205873595005,0.0000937766490973938,0,0,0
172,9.103187340794953,2.8023977782666623,3.026459648130767,-0.004394749905123228,0.01584065881232654,0.00009435437165338419,0,0,0
173,9.102751268290973,2.8028391763784652,3.0275171167740793,-0.004393104958250277,0.015841111525004014,0.00009493246847679825,0,0,0
174,9.10231530564152,2.803280598766798,3.028574630563457,-0.004391460076931097,0.015841564012603046,0.00009551093953310851,0,0,0
175,9.101879451958306,2.8037220450767695,3.0296321895434284,-0.004389815260939544,0.015842016274169098,0.00009608978480711291,0,0,0
176,9.101443707233415,2.804163515275669,3.0306897935434103,-0.004388170510338831,0.015842468309607515,0.00009666900427189427,0,0,0
177,9.101008071450291,2.8046050093282195,3.031747442858385,-0.004386525825233309,0.015842920118963173,0.0000972485978863068,0,0,0
178,9.100572544609332,2.8050465271738174,3.032805137317756,-0.004384881205684253,0.015843371702142,0.00009782856563252353,0,0,0
179,9.1001371266939,2.805488068777162,3.0338628772164964,-0.004383236651795995,0.01584382305918886,0.00009840890746935858,0,0,0
180,9.099701817708263,2.8059296340484403,3.0349206626167855,-0.004381592163880275,0.015844274190959927,0.00009898962338864131,0,0,0
181,9.099266618537158,2.8063712232200495,3.0359784933666107,-0.004379947742020055,0.015844725097427643,0.00009957071335625983,0,0,0
182,9.09883152827123,2.8068128359915607,3.0370363697425353,-0.004378303386068183,0.015845175777689856,0.0001001521773375113,0,0,0
183,9.098396546906416,2.8072544723010457,3.038094291806727,-0.004376659096079237,0.015845626231730362,0.00010073401530793973,0,0,0
184,9.097961674434876,2.807696132115817,3.0391522593885605,-0.004375014872089005,0.015846076459462646,0.00010131622723394942,0,0,0
185,9.09752691085632,2.8081378153447076,3.040210272782977,-0.00437337071419822,0.01584652646093266,0.0001018988131067265,0,0,0
186,9.09709225615465,2.808579521982936,3.0412683318193445,-0.004371726622785089,0.01584697623690096,0.00010248177287466562,0,0,0
187,9.096657711222084,2.809021252204402,3.042326436811796,-0.004370082597656697,0.0158474257866249,0.00010306510652296313,0,0,0
188,9.096223274252727,2.809463005472774,3.0433845877841623,-0.004368438638627289,0.01584787510906497,0.00010364881401475795,0,0,0
189,9.095788946147964,2.8099047819646703,3.0444427845849016,-0.004366794746007496,0.015848324205074756,0.00010423289532753282,0,0,0
190,9.095354727787994,2.8103465819111437,3.0455010272956575,-0.004365150920132612,0.01584877307557639,0.00010481735042760067,0,0,0
191,9.09492061827142,2.8107884049837675,3.0465593161920284,-0.004363507160853803,0.015849221719668218,0.00010540217930341125,0,0,0
192,9.094486617585764,2.8112302511484746,3.0476176513361333,-0.004361863468254602,0.015849670137325415,0.00010598738191353808,0,0,0
193,9.09405272572681,2.811672120343293,3.048676032790087,-0.004360219842675564,0.015850118329395594,0.00010657295822566874,0,0,0
194,9.093618942691599,2.812114012536984,3.0497344601504435,-0.004358576283873067,0.015850566294850633,0.00010715890822025632,0,0,0
195,9.093185268466437,2.812555927664761,3.050792933944864,-0.004356932791997361,0.015851014033797614,0.00010774523186434715,0,0,0
196,9.092751703931363,2.812997865957624,3.0518514542555755,-0.0043552893673838525,0.015851461547158625,0.00010833192913125658,0,0,0
197,9.092318248197813,2.8134398270606003,3.0529100211247493,-0.0043536460098061456,0.015851908833979186,0.00010891899999835495,0,0,0
198,9.09188490035724,2.813881810703859,3.0539686343613703,-0.004352002719363655,0.015852355894080968,0.00010950644442084274,0,0,0
199,9.091451662193943,2.814323817326239,3.055027294300854,-0.004350359496142395,0.015852802727660157,0.00011009426239087909,0,0,0
200,9.091018532799396,2.8147658466579175,3.056086000752282,-0.0043487163405005495,0.01585324933541034,0.00011068245385650776,0,0,0
201,9.090585512172686,2.8152078986075404,3.0571447540105003,-0.004347073252198134,0.015853695716529878,0.00011127101881049102,0,0,0
202,9.090152601193743,2.8156499734060803,3.058203554158317,-0.004345430231624844,0.015854141871924715,0.00011185995721770193,0,0,0
203,9.089719798970641,2.8160920707279242,3.059262401004489,-0.004343787278562846,0.015854587800562,0.00011244926905275335,0,0,0
204,9.089287104584946,2.8165341903003043,3.060321294822906,-0.004342144392893978,0.015855033501530953,0.00011303895427068685,0,0,0
205,9.088854519838996,2.816976332537057,3.0613802354846333,-0.004340501575383248,0.01585547897752069,0.00011362901287400296,0,0,0
206,9.08842204292172,2.8174184969003133,3.0624392232425044,-0.004338858825401797,0.01585592422580165,0.00011421944480996066,0,0,0
207,9.087989674721264,2.8178606835931213,3.063498258179505,-0.004337216143255673,0.01585636924730464,0.00011481025005438134,0,0,0
208,9.087557416122575,2.8183028928479428,3.064557340146254,-0.00433557352957291,0.015856814043737736,0.00011540142857910286,0,0,0
209,9.087125266228734,2.81874512433768,3.0656164691836416,-0.004333930983897414,0.01585725861326593,0.00011599298035861938,0,0,0
210,9.086693225038482,2.8191873779708803,3.0666756455864634,-0.0043322885062751825,0.015857702955951396,0.00011658490537785924,0,0,0
211,9.086261292535967,2.819629653742834,3.067734869183976,-0.004330646096798047,0.01585814707169101,0.00011717720358525595,0,0,0
212,9.0858294696041,2.8200719518550357,3.068794140292725,-0.004329003755820125,0.01585859096147716,0.00011776987496302157,0,0,0
213,9.085397754450257,2.8205142717447367,3.069853458698538,-0.004327361483159983,0.0158590346241932,0.00011836291947511734,0,0,0
214,9.08496614884981,2.820956613878482,3.0709128247398145,-0.004325719278932546,0.015859478060026747,0.00011895633709660911,0,0,0
215,9.08453465101845,2.82139897766563,3.071972238201963,-0.004324077142872926,0.01585992126788596,0.0001195501278096592,0,0,0
216,9.084103262723174,2.8218413636006003,3.0730316994237783,-0.004322435075901641,0.01586036425056547,0.00012014429156529663,0,0,0
217,9.083671982174366,2.822283771091175,3.0740912084230168,-0.004320793077284024,0.015860807005291272,0.00012073882835208356,0,0,0
218,9.083240811149585,2.8227262006349116,3.075150765073342,-0.004319151147667641,0.015861249533838617,0.00012133373812742978,0,0,0
219,9.08280974785927,2.823168651639608,3.0762103693920926,-0.004317509286808448,0.015861691835185304,0.00012192902088053427,0,0,0
220,9.082378794078531,2.8236111245717317,3.077270021718859,-0.004315867495079945,0.015862133910390916,0.00012252467657217548,0,0,0
221,9.081947948901941,2.824053619132022,3.0783297220932377,-0.0043142257720278476,0.015862575757619905,0.00012312070516749918,0,0,0
222,9.081517212330334,2.824496135260004,3.0793894703444344,-0.004312584118231246,0.01586301737852193,0.000123717106654978,0,0,0
